1516187730410792112,0
1516187730427901029,1
1516187735978378057,0
1516187735992887973,1
1516187736983565092,1
1516187736988204002,0
1516187738075453996,0
1516187738085870027,1
1516187739075850009,0
1516187739090122938,1
1516187740079382896,0
1516187740184514999,1
1516187741084280014,0
1516187741283612012,1
1516187742078345060,0
1516187742283416986,1
1516187743076545953,0
1516187743383737087,1
1516187744178556919,0
1516187744382142066,1
1516187745177278995,0
1516187745386477947,1
1516187746183562994,0
1516187746388778924,1
1516187747177131891,0
1516187747489244937,2
1516187748276664018,0
1516187748601862907,2
1516187749277725934,0
1516187749591005086,2
1516187750277842044,0
1516187750617714881,2
1516187751296921014,0
1516187751587570905,1
1516187752280930042,0
1516187752698158979,2
1516187753382438898,0
1516187753715670108,2
1516187754375439882,0
1516187754889976024,2
1516187755380280971,0
1516187755889518976,2
1516187756380352020,0
1516187756892977952,2
1516187757381455898,0
1516187757897084951,3
1516187758476615905,0
1516187759002882957,3
1516187759479198932,0
1516187759993341922,2
1516187760482964038,0
1516187761012866020,2
1516187761481730937,0
1516187762088710069,2
1516187762576864957,0
1516187763184647083,1
1516187763577795028,0
1516187764194488048,2
1516187764577523946,0
1516187765284054994,1
1516187765579828023,0
1516187766312273025,1
1516187766581397056,0
1516187767384272098,1
1516187767685414075,0
1516187768678450107,0
1516187768791491031,1
1516187769678231954,0
1516187769914236068,2
1516187770680396080,0
1516187770983202934,1
1516187771692954063,0
1516187771983243942,1
1516187772775607109,0
1516187773777412891,0
1516187774390103101,1
1516187774775580883,0
1516187775386790990,1
1516187775783132076,0
1516187776387217998,1
1516187776801035881,0
1516187777487529993,1
1516187777783719062,0
1516187778513984918,1
1516187778792705059,0
1516187779498291969,1
1516187779877250909,0
1516187780605581045,1
1516187780882606983,0
1516187781807421922,1
1516187781975812911,0
1516187782985624074,0
1516187783982662916,0
1516187784196052074,1
1516187784979434013,0
1516187785985193967,0
1516187786982758045,0
1516187788075627088,0
1516187789090611934,0
1516187790079380989,0
1516187791177995920,0
1516187792176899909,0
1516187793180861949,0
1516187794181658029,0
1516187794510175943,1
1516187795276329040,0
1516187795988168001,1
1516187796278409004,0
1516187796893913984,1
1516187797285511016,0
1516187815489943027,0
1516187815581350088,1
1516187823882467031,0
1516187823903493881,1
1516187830697616100,0
1516187830716816902,1
1516187842088884115,1
1516187842097771883,0
1516187843093772888,0
1516187843118989944,1
1516187844082623958,0
1516187844200781106,1
1516187845084739923,0
1516187845190391063,2
1516187846180715084,0
1516187846220506906,4
1516187847188839912,0
1516187847302133083,2
1516187848195477962,0
1516187848464132070,3
1516187849187927961,0
1516187849527766942,4
1516187850278320074,0
1516187850504025936,3
1516187851295099020,0
1516187851533061981,4
1516187852286384105,0
1516187852641052961,2
1516187874494234085,0
1516187874904803037,4
1516187875681148052,0
1516187876005336999,3
1516187876882143020,0
1516187877219634056,5
1516187877987046957,0
1516187878338167905,5
1516187879183052062,0
1516187879520428895,4
1516187880321506023,0
1516187880728425979,6
1516187881481977939,0
1516187881921495914,6
1516187882597451925,0
1516187883127823114,6
1516187883787270069,0
1516187884291572093,6
1516187884975702047,0
1516187885611870050,4
1516187900884008884,0
1516187900950855970,5
1516187908300143003,0
1516187908419430017,4
1516187915788968086,0
1516187916027221918,4
